PROPERTYID,PRICE,AREA,ROOMNUMBER,BATHNUMBER,STATUS,STUDIO,PENTHOUSE,DUPLEX,SWIMMINGPOOL,ELEVATOR,DISTRICTNAME
00369,747625,170,4,3,Second hand / Unknown,0,0,0,1,1,Arganzuela
00370,558080,210,3,2,Second hand / Good state,0,0,0,0,1,Moncloa
00371,980647,284,5,3,Second hand / Good state,0,0,0,0,1,Tetuán
00372,190256,91,2,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
00373,482246,117,3,2,Second hand / Good state,0,0,0,0,1,Chamartín
00374,771461,144,3,2,Second hand / Good state,0,0,0,0,1,Salamanca
00375,200657,135,4,2,Second hand / Good state,0,0,0,0,0,Villaverde
00376,454273,128,4,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
00377,910470,349,5,4,Second hand / Good state,0,0,0,0,1,Tetuán
00378,1710055,452,6,6,Second hand / Needs reform,0,0,0,0,1,Chamartín
00379,382835,74,1,1,Second hand / Needs reform,0,0,0,0,1,Salamanca
00380,452914,119,3,1,Second hand / Unknown,0,0,0,0,0,Centro
00381,165273,55,1,1,Second hand / Good state,0,1,0,0,1,Puente de Vallecas
00382,1045750,222,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
00383,1346826,267,4,2,Second hand / Needs reform,0,0,0,0,1,Chamberí
00384,282360,92,1,1,Second hand / Good state,0,0,0,0,1,Fuencarral
00385,359591,75,2,1,Second hand / Needs reform,0,0,0,1,1,Chamartín
00386,2377383,248,4,5,Second hand / Good state,0,0,0,0,0,Chamberí
00387,646944,168,4,5,Second hand / Good state,0,0,0,1,0,Moncloa
00388,1663123,152,4,3,Second hand / Good state,0,1,0,0,1,Salamanca
00389,122566,38,2,1,Second hand / Needs reform,0,0,0,0,0,Chamberí
00390,255221,87,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
00391,848750,116,3,2,Second hand / Good state,0,0,0,0,1,Moncloa
00392,2683630,661,10,6,Second hand / Good state,0,0,0,0,1,Chamberí
00393,4070889,544,5,4,Second hand / Good state,0,0,0,0,1,Centro
00394,647261,98,3,2,Second hand / Good state,0,1,0,0,1,Chamartín
00395,6483810,758,8,8,Second hand / Good state,0,0,0,0,1,Salamanca
00396,1201583,229,5,3,Second hand / Needs reform,0,1,0,0,1,Salamanca
00397,1102020,326,4,4,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
00398,180012,36,1,1,Second hand / Needs reform,0,0,0,0,1,Retiro
00399,293853,81,2,1,Second hand / Good state,0,0,0,0,1,Chamartín
00400,125737,87,3,1,Second hand / Good state,0,0,0,0,1,Latina
00401,180037,75,2,1,Second hand / Good state,0,0,0,0,1,Hortaleza
00402,520266,174,5,2,Second hand / Unknown,0,0,0,0,0,Salamanca
00403,701968,210,7,3,Second hand / Needs reform,0,0,0,0,1,Tetuán
00404,905212,91,3,1,Second hand / Needs reform,0,0,0,0,1,Centro
00405,2020242,164,3,3,Second hand / Good state,0,0,0,1,1,Salamanca
00406,986777,162,3,3,Second hand / Good state,0,0,0,0,1,Centro
00407,127993,122,3,2,Second hand / Good state,0,0,0,0,0,Usera
00408,66729,70,2,1,Second hand / Needs reform,0,0,0,0,0,Villaverde
00409,880325,117,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
00410,1326648,209,3,3,Second hand / Needs reform,0,1,0,0,1,Salamanca
00411,573894,157,4,2,Second hand / Good state,0,0,0,0,1,Salamanca
00412,283045,47,1,1,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
00413,778717,201,4,2,Second hand / Good state,0,1,0,0,1,Chamartín
00414,133644,116,4,1,Second hand / Good state,0,0,0,0,1,Villaverde
00415,340705,105,2,2,Second hand / Unknown,0,0,0,1,1,Latina
00416,586216,142,4,2,Second hand / Good state,0,0,0,0,0,Centro
00417,206573,75,2,1,Second hand / Good state,0,0,0,0,1,Barajas
00418,409929,139,3,2,Second hand / Good state,0,0,1,0,0,Arganzuela
00419,782694,220,4,3,Second hand / Good state,0,0,0,0,1,Tetuán
00420,404109,89,3,2,Second hand / Good state,0,0,0,0,1,Salamanca
00421,709821,126,3,2,Second hand / Good state,0,0,0,0,1,Moncloa
00422,2069930,285,6,3,Second hand / Good state,0,0,0,0,1,Centro
00423,500878,129,3,2,Second hand / Good state,0,0,0,1,1,Arganzuela
00424,110781,63,2,1,Second hand / Good state,0,0,0,0,1,Usera
00425,365643,100,2,1,Second hand / Good state,0,1,0,0,1,Salamanca
00426,375785,175,3,3,Second hand / Good state,0,0,1,0,0,Fuencarral
00427,1530811,349,5,4,Second hand / Needs reform,0,0,0,0,1,Chamartín
00428,372737,107,4,2,Second hand / Needs reform,0,0,0,0,1,Arganzuela
00429,138924,93,3,2,Second hand / Good state,0,0,0,0,1,Villaverde
00430,676994,159,4,2,Second hand / Good state,0,0,0,1,1,Moncloa
00431,114989,45,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
00432,1712716,182,3,2,Second hand / Good state,0,1,0,0,1,Salamanca
00433,140325,59,2,1,Second hand / Good state,0,0,0,0,0,San Blas
00434,86356,64,3,1,Second hand / Good state,0,0,0,0,1,Villaverde
00435,296113,56,1,1,Second hand / Good state,0,0,0,0,1,Chamberí
00436,44634,48,1,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00437,609729,159,4,2,Second hand / Good state,0,0,0,1,1,Moncloa
00438,366399,110,3,2,Second hand / Good state,0,0,0,0,1,Arganzuela
00439,125135,68,2,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
00440,198640,90,3,1,Second hand / Good state,0,0,0,0,1,Hortaleza
00441,2078002,250,4,4,Second hand / Needs reform,0,0,0,0,1,Retiro
00442,1329816,230,5,3,Second hand / Good state,0,0,0,0,1,Chamberí
00443,355524,97,3,1,Second hand / Good state,0,0,0,0,0,Salamanca
00444,277791,42,0,1,Second hand / Good state,1,0,0,0,0,Centro
00445,1012772,294,4,3,Second hand / Good state,0,0,0,1,1,Moncloa
00446,375609,85,2,2,Second hand / Good state,0,0,0,0,1,Chamartín
00447,636905,121,2,2,Second hand / Good state,0,0,0,1,1,Tetuán
00448,374990,80,2,1,Second hand / Good state,0,1,0,0,0,Tetuán
00449,216237,82,2,1,Second hand / Good state,0,0,0,0,0,Hortaleza
00450,622509,202,5,3,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
00451,346483,57,1,1,Second hand / Good state,0,0,0,0,1,Chamartín
00452,790633,159,4,2,Second hand / Good state,0,0,0,0,1,Arganzuela
00453,925202,152,5,3,Second hand / Needs reform,0,0,0,1,1,Chamartín
00454,858635,201,5,2,Second hand / Good state,0,0,0,0,1,Moncloa
00455,721467,164,4,3,Second hand / Needs reform,0,0,0,0,1,Retiro
00456,813209,165,3,3,Second hand / Good state,0,0,1,1,1,Centro
00457,306264,80,3,1,Second hand / Good state,0,0,0,0,1,Salamanca
00458,891984,127,2,2,New development,0,0,0,1,1,Centro
00459,203486,54,2,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
00460,350524,84,2,1,Second hand / Needs reform,0,0,0,0,1,Chamartín
00461,508070,257,14,8,Second hand / Needs reform,0,0,0,0,0,Chamberí
00462,364245,144,5,3,Second hand / Good state,0,0,0,0,1,Hortaleza
00463,3500124,336,4,5,Second hand / Good state,0,0,0,0,1,Retiro
00464,170210,106,3,2,Second hand / Good state,0,0,0,0,0,Villaverde
00465,223044,93,3,1,Second hand / Good state,0,0,0,0,0,Moncloa
00466,252219,121,3,2,New development,0,0,0,1,1,Vicálvaro
00467,921826,208,5,3,Second hand / Good state,0,0,0,0,1,Salamanca
00468,739090,107,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
00469,450092,122,3,2,Second hand / Good state,0,0,0,0,1,Hortaleza
00470,154441,91,3,1,Second hand / Good state,0,0,0,0,1,Carabanchel
00471,1373488,419,5,3,Second hand / Needs reform,0,0,0,0,1,Centro
00472,103054,35,1,1,Second hand / Needs reform,0,0,0,0,0,Centro
00473,378764,47,1,1,Second hand / Good state,0,1,0,0,1,Centro
00474,118309,84,3,1,Second hand / Unknown,0,0,0,0,0,Villaverde
00475,420723,103,2,2,Second hand / Good state,0,0,0,1,1,Hortaleza
00476,160799,82,2,2,Second hand / Good state,0,0,0,0,1,Usera
00477,82402,61,2,1,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
00478,43290,49,0,1,Second hand / Needs reform,1,0,0,0,0,Villaverde
00479,634052,160,3,2,Second hand / Good state,0,0,0,1,1,Hortaleza
00480,936912,171,4,4,Second hand / Good state,0,0,0,0,1,Chamartín
00481,254768,39,1,1,Second hand / Unknown,0,0,0,0,1,Centro
00482,116837,70,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00483,361462,77,2,2,Second hand / Good state,0,0,0,0,0,Centro
00484,814762,223,5,2,Second hand / Needs reform,0,0,0,0,1,Tetuán
00485,274118,85,2,1,Second hand / Good state,0,1,0,0,0,Tetuán
00486,202968,72,3,1,Second hand / Good state,0,0,0,0,0,Hortaleza
00487,7617175,1130,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
00488,230121,45,1,1,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
00489,245042,113,3,2,Second hand / Good state,0,0,0,0,1,Villaverde
00490,459522,107,2,1,Second hand / Good state,0,0,0,0,1,Arganzuela
00491,829001,150,2,2,Second hand / Good state,0,0,0,0,1,Centro
00492,455210,146,5,2,Second hand / Needs reform,0,0,0,0,1,Ciudad Lineal
00493,295974,126,4,2,Second hand / Needs reform,0,0,0,0,1,Hortaleza
00494,1230603,317,4,4,Second hand / Good state,0,1,1,1,1,Moncloa
00495,330505,49,1,1,Second hand / Good state,0,0,0,0,1,Chamartín
00496,314235,118,4,2,Second hand / Needs reform,0,0,0,0,1,Puente de Vallecas
00497,200417,48,0,1,New development,1,1,0,1,1,Carabanchel
00498,136395,107,3,2,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
00499,121872,49,2,1,Second hand / Unknown,0,0,0,0,0,San Blas
00500,227578,78,3,1,Second hand / Good state,0,0,0,0,1,Latina
00501,228305,87,2,2,New development,0,0,0,1,1,Villa de Vallecas
00502,183593,69,2,2,Second hand / Good state,0,0,0,0,0,Carabanchel
00503,497277,142,5,2,Second hand / Good state,0,0,0,0,0,Latina
00504,101463,44,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00505,990487,207,5,2,Second hand / Good state,0,0,0,1,1,Chamartín
00506,706184,160,2,2,Second hand / Needs reform,0,1,1,0,0,Centro
00507,396600,86,2,2,Second hand / Good state,0,0,0,1,1,Moncloa
00508,660437,127,3,3,Second hand / Good state,0,0,0,0,1,Moncloa
00509,94414,48,2,1,Second hand / Needs reform,0,0,0,0,0,Latina
00510,224421,40,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
00511,280498,59,1,1,Second hand / Good state,0,0,0,1,1,Chamartín
00512,154008,70,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00513,672068,148,3,2,Second hand / Good state,0,1,0,0,1,Chamberí
00514,520771,58,1,1,Second hand / Good state,0,0,0,0,1,Chamartín
00515,74637,47,2,1,Second hand / Good state,0,0,0,0,0,Villaverde
00516,143570,61,3,1,Second hand / Good state,0,0,0,0,0,Fuencarral
00517,1271748,215,4,3,Second hand / Needs reform,0,0,0,0,1,Chamartín
00518,334777,65,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
00519,177297,82,3,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
00520,1506102,216,5,3,Second hand / Needs reform,0,0,0,0,1,Salamanca
00521,169833,88,3,1,Second hand / Good state,0,0,0,0,1,Usera
00522,402759,163,4,3,Second hand / Needs reform,0,0,0,0,1,Hortaleza
00523,716252,166,4,3,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
00524,252899,76,2,2,Second hand / Good state,0,1,0,1,1,San Blas
00525,228896,103,3,2,Second hand / Good state,0,0,0,0,1,Villa de Vallecas
00526,491563,105,4,1,Second hand / Good state,0,0,0,0,1,Chamberí
00527,235245,68,2,2,Second hand / Good state,0,1,1,0,1,Tetuán
00528,1182474,153,2,2,Second hand / Good state,0,1,0,1,1,Chamberí
00529,1144881,233,4,4,Second hand / Good state,0,0,0,0,1,Moncloa
00530,102182,71,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00531,824393,126,3,3,Second hand / Good state,0,0,0,0,1,Salamanca
00532,179314,56,2,1,Second hand / Good state,0,0,0,0,1,Carabanchel
00533,282091,47,1,1,Second hand / Good state,0,0,0,0,0,Salamanca
00534,229811,72,2,1,Second hand / Good state,0,0,0,0,1,Arganzuela
00535,365605,47,1,1,Second hand / Good state,0,0,0,0,1,Centro
00536,582632,102,2,2,Second hand / Good state,0,0,1,0,1,Arganzuela
00537,967923,166,2,1,Second hand / Unknown,0,0,0,0,1,Centro
00538,150157,65,3,1,Second hand / Needs reform,0,0,0,0,0,Fuencarral
00539,259554,45,1,1,Second hand / Good state,0,0,0,0,0,Chamberí
00540,209394,112,3,1,Second hand / Good state,0,0,0,0,1,Latina
00541,225172,81,2,2,Second hand / Unknown,0,0,0,1,1,Carabanchel
00542,513683,114,3,2,Second hand / Good state,0,0,0,0,1,Salamanca
00543,389425,95,2,2,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
00544,157734,69,2,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
00545,376169,78,3,1,Second hand / Good state,0,0,0,0,1,Arganzuela
00546,614709,140,4,2,Second hand / Good state,0,0,0,1,1,Hortaleza
00547,211484,80,2,1,Second hand / Good state,0,0,0,1,1,Carabanchel
00548,845074,255,4,4,Second hand / Good state,0,1,0,1,1,Fuencarral
00549,3028081,481,4,4,Second hand / Good state,0,0,0,1,1,Chamartín
00550,285350,52,2,1,Second hand / Needs reform,0,0,0,0,0,Retiro
00551,241156,102,4,2,Second hand / Good state,0,0,0,0,1,San Blas
00552,407801,96,3,1,Second hand / Needs reform,0,0,0,0,1,Chamberí
00553,319778,169,0,2,Second hand / Needs reform,1,0,0,0,1,Ciudad Lineal
00554,744769,97,1,1,Second hand / Good state,0,0,0,1,1,Chamartín
00555,888756,190,4,3,Second hand / Needs reform,0,0,0,0,1,Salamanca
00556,342006,86,3,2,Second hand / Good state,0,0,0,0,1,Centro
00557,953913,190,4,2,Second hand / Good state,0,0,0,0,1,Chamartín
00558,907152,196,3,2,Second hand / Unknown,0,0,0,0,1,Chamberí
00559,795981,234,5,3,Second hand / Needs reform,0,0,0,0,1,Salamanca
00560,425276,103,3,1,Second hand / Good state,0,0,0,0,1,Centro
00561,289982,81,3,1,Second hand / Good state,0,0,0,0,1,Moncloa
00562,131309,79,4,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
00563,263304,82,3,1,Second hand / Unknown,0,0,0,0,0,Fuencarral
00564,299526,126,3,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
00565,176157,40,3,1,Second hand / Good state,0,0,0,0,1,Tetuán
00566,800906,200,4,4,Second hand / Good state,0,0,0,1,1,Moncloa
00567,784824,184,5,3,Second hand / Needs reform,0,0,0,0,0,Centro
00568,103340,38,1,1,Second hand / Good state,0,0,0,0,1,Puente de Vallecas
00569,98553,51,1,1,Second hand / Needs reform,0,0,0,0,1,Ciudad Lineal
00570,945455,144,4,2,Second hand / Good state,0,1,0,0,1,Centro
00571,184580,92,3,1,Second hand / Needs reform,0,0,0,0,1,Usera
00572,123372,55,3,1,Second hand / Good state,0,0,0,0,0,Latina
00573,171406,32,1,1,Second hand / Good state,0,0,0,0,0,Centro
00574,395988,72,2,1,Second hand / Needs reform,0,0,0,0,1,Chamberí
00575,288297,81,2,1,Second hand / Good state,0,0,0,1,0,Ciudad Lineal
00576,280120,152,3,2,Second hand / Good state,0,1,0,0,1,Villaverde
00577,148502,66,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00578,132301,69,3,1,Second hand / Needs reform,0,0,0,0,0,Moratalaz
00579,308000,119,3,2,Second hand / Needs reform,0,0,0,0,1,Hortaleza
00580,116907,60,2,1,Second hand / Needs reform,0,0,0,0,0,Carabanchel
00581,406004,96,3,1,Second hand / Good state,0,0,0,0,1,Retiro
00582,414578,121,3,2,Second hand / Good state,0,0,0,1,1,San Blas
00583,264766,100,3,2,New development,0,0,0,1,1,Carabanchel
00584,73467,44,2,1,Second hand / Good state,0,0,0,0,0,Usera
00585,315917,77,2,1,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
00586,262875,62,2,1,Second hand / Good state,0,0,0,0,1,Hortaleza
00587,128032,73,3,2,Second hand / Unknown,0,0,0,0,0,Puente de Vallecas
00588,545371,106,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
00589,153988,61,2,1,Second hand / Good state,0,0,0,0,0,Hortaleza
00590,173911,69,0,2,Second hand / Good state,1,0,1,0,1,Latina
00591,555062,76,2,1,Second hand / Good state,0,1,1,0,0,Centro
00592,1916666,176,4,4,Second hand / Good state,0,0,0,0,1,Retiro
00593,950102,110,2,2,Second hand / Good state,0,0,0,0,1,Centro
00594,148197,75,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00595,80447,29,2,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00596,121140,46,2,1,Second hand / Good state,0,0,0,0,0,Ciudad Lineal
00597,201099,31,1,1,Second hand / Good state,0,0,0,0,0,Centro
00598,433531,142,4,2,Second hand / Needs reform,0,0,0,1,1,Fuencarral
00599,140495,96,3,2,Second hand / Good state,0,0,0,0,1,Villaverde
00600,1973738,292,6,7,Second hand / Good state,0,0,0,0,1,Centro
00601,341788,74,2,1,Second hand / Good state,0,0,0,0,0,Chamartín
00602,136926,83,2,1,Second hand / Good state,0,0,0,0,0,Carabanchel
00603,1480199,324,6,2,Second hand / Good state,0,0,0,0,1,Centro
00604,185489,79,1,1,Second hand / Unknown,0,0,0,0,0,Villa de Vallecas
00605,387972,95,2,1,Second hand / Good state,0,1,0,0,0,Tetuán
00606,200331,52,1,1,Second hand / Unknown,0,0,0,0,0,Chamberí
00607,1298494,196,5,4,New development,0,0,0,1,1,Moncloa
00608,256069,34,1,1,Second hand / Good state,0,0,0,0,1,Retiro
00609,261459,74,1,1,Second hand / Good state,0,0,0,0,0,Centro
00610,252492,71,3,1,Second hand / Good state,0,0,0,0,1,Usera
00611,272056,77,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
00612,208185,87,4,1,Second hand / Good state,0,0,0,0,0,San Blas
00613,255435,69,2,1,Second hand / Good state,0,0,0,0,1,Arganzuela
00614,176986,52,1,2,Second hand / Good state,0,0,0,0,1,Tetuán
00615,471601,120,3,2,Second hand / Good state,0,0,0,1,1,Fuencarral
00616,134505,52,2,1,Second hand / Good state,0,0,0,1,1,Carabanchel
00617,171596,84,3,1,Second hand / Needs reform,0,0,0,0,1,Carabanchel
00618,163976,79,3,1,Second hand / Good state,0,0,0,0,1,Latina
00619,309275,33,0,1,Second hand / Good state,1,0,0,0,1,Centro
00620,219875,46,2,1,Second hand / Good state,0,0,0,0,0,Chamberí
00621,409709,138,1,2,Second hand / Good state,0,0,0,0,0,Chamartín
00622,194550,45,1,1,Second hand / Unknown,0,0,0,0,0,Tetuán
00623,1469312,155,3,3,Second hand / Good state,0,0,0,0,1,Salamanca
00624,123524,68,3,1,Second hand / Good state,0,0,0,0,0,Latina
00625,115144,72,3,1,Second hand / Good state,0,0,0,0,1,Carabanchel
00626,158565,68,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
00627,115747,49,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
00628,388383,64,2,2,Second hand / Good state,0,0,0,0,1,Salamanca
00629,543818,200,4,3,Second hand / Good state,0,0,1,1,1,Tetuán
00630,103102,75,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
00631,144142,61,2,1,Second hand / Needs reform,0,0,0,0,1,San Blas
00632,74626,62,3,1,Second hand / Needs reform,0,0,0,0,0,Villaverde
00633,134775,78,3,1,Second hand / Needs reform,0,0,0,0,0,Usera
00634,1636132,288,4,3,Second hand / Needs reform,0,0,0,0,1,Salamanca
00635,358190,115,3,2,Second hand / Good state,0,0,0,1,1,San Blas
00636,549140,82,3,1,Second hand / Good state,0,0,0,0,1,Salamanca
00637,1664141,162,2,3,Second hand / Unknown,0,0,0,0,1,Salamanca
00638,188840,61,2,1,Second hand / Needs reform,0,0,0,0,1,Ciudad Lineal
00639,2685947,289,4,3,Second hand / Good state,0,0,0,0,1,Salamanca
00640,354620,70,3,1,Second hand / Good state,0,0,0,0,1,Centro
00641,1173313,138,4,2,Second hand / Good state,0,1,0,0,1,Chamberí
00642,189841,34,1,1,Second hand / Good state,0,0,0,0,0,Centro
00643,864341,130,5,2,Second hand / Good state,0,0,0,0,1,Chamartín
00644,1029198,256,5,3,Second hand / Needs reform,0,0,0,0,1,Salamanca
00645,152336,35,1,1,Second hand / Good state,0,0,0,0,0,Tetuán
00646,367992,135,4,2,Second hand / Needs reform,0,0,0,0,1,Moratalaz
00647,280670,74,2,1,Second hand / Good state,0,0,0,0,1,Retiro
00648,157958,33,0,1,Second hand / Good state,1,0,0,0,1,Tetuán
00649,198474,97,3,1,Second hand / Good state,0,0,0,0,0,Carabanchel
00650,309303,99,4,2,Second hand / Good state,0,0,0,0,1,Latina
00651,185473,106,4,2,Second hand / Good state,0,0,0,0,1,San Blas
00652,263571,51,2,1,Second hand / Needs reform,0,0,0,0,1,Retiro
00653,132060,66,3,1,Second hand / Good state,0,0,0,0,0,Villaverde
00654,135381,112,0,2,Second hand / Good state,1,0,0,0,0,Puente de Vallecas
00655,1111405,155,3,2,Second hand / Good state,0,0,0,0,1,Chamberí
00656,2605019,344,4,4,Second hand / Good state,0,0,0,0,1,Salamanca
00657,115950,79,4,2,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00658,358479,92,3,1,Second hand / Needs reform,0,0,0,0,0,Centro
00659,1416153,293,5,4,Second hand / Good state,0,0,0,1,1,Hortaleza
00660,1841373,248,4,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
00661,134207,80,3,1,Second hand / Good state,0,0,0,0,1,Carabanchel
00662,2713564,966,21,21,Second hand / Needs reform,0,0,0,1,1,Moncloa
00663,178546,74,3,1,Second hand / Good state,0,0,0,0,1,San Blas
00664,562192,144,3,2,Second hand / Good state,0,0,0,1,1,Hortaleza
00665,231659,110,2,1,Second hand / Unknown,0,0,0,0,1,Puente de Vallecas
00666,221844,39,1,1,Second hand / Good state,0,0,0,0,0,Centro
00667,197468,133,4,2,Second hand / Good state,0,1,0,0,1,Puente de Vallecas
00668,385569,103,3,2,Second hand / Unknown,0,0,0,1,1,Hortaleza
00669,196360,37,1,1,Second hand / Good state,0,0,0,0,1,Salamanca
00670,199208,89,3,1,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
00671,206789,30,1,1,Second hand / Good state,0,0,0,0,1,Centro
00672,115831,72,3,1,Second hand / Needs reform,0,0,0,0,1,Usera
00673,425492,91,2,2,Second hand / Good state,0,0,0,1,1,Ciudad Lineal
00674,80398,29,1,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00675,121833,62,3,1,Second hand / Good state,0,0,0,0,0,Puente de Vallecas
00676,1002143,227,5,4,Second hand / Good state,0,0,0,1,1,Moncloa
00677,160142,66,2,1,Second hand / Needs reform,0,0,0,0,0,Ciudad Lineal
00678,127915,61,3,1,Second hand / Good state,0,0,0,0,0,Latina
00679,252025,39,1,1,Second hand / Unknown,0,0,0,0,0,Centro
00680,483525,106,3,1,Second hand / Needs reform,0,0,0,0,0,Centro
00681,440786,101,4,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
00682,981853,182,5,2,Second hand / Needs reform,0,0,0,0,1,Salamanca
00683,313210,93,3,2,Second hand / Good state,0,0,0,0,1,Ciudad Lineal
00684,800642,201,1,1,Second hand / Needs reform,0,0,0,1,1,Ciudad Lineal
